"ID","DATE","ELEMENT","VALUE","M-FLAG","Q-FLAG","S-FLAG","OBS-TIME"
"USC00413257",20151116,"TMAX",183,"","","7",800
"USC00413257",20151117,"TMAX",222,"","","7",800
"USC00413257",20151118,"TMAX",178,"","","7",800
"USC00413257",20151119,"TMAX",206,"","","7",800
"USC00413257",20151120,"TMAX",211,"","","7",800
"USC00413257",20151121,"TMAX",228,"","","7",800
"USC00413257",20151122,"TMAX",100,"","","7",800
"USC00413257",20151123,"TMAX",156,"","","7",800
"USC00413257",20151124,"TMAX",167,"","","7",800
"USC00413257",20151125,"TMAX",167,"","","7",800
"USC00413257",20151126,"TMAX",233,"","","7",800
"USC00413257",20151127,"TMAX",206,"","","7",800
"USC00413257",20151128,"TMAX",206,"","","7",800
"USC00413257",20151129,"TMAX",39,"","","7",800
"USC00413257",20151130,"TMAX",67,"","","7",800
"USC00413257",20151101,"TMIN",61,"","","7",800
"USC00413257",20151102,"TMIN",44,"","","7",800
"USC00413257",20151103,"TMIN",72,"","","7",800
"USC00413257",20151104,"TMIN",133,"","","7",800
"USC00413257",20151105,"TMIN",189,"","","7",800
"USC00413257",20151106,"TMIN",94,"","","7",800
"USC00413257",20151107,"TMIN",100,"","","7",800
"USC00413257",20151108,"TMIN",78,"","","7",800
"USC00413257",20151109,"TMIN",89,"","","7",800
"USC00413257",20151110,"TMIN",122,"","","7",800
"USC00413257",20151111,"TMIN",167,"","","7",800
"USC00413257",20151112,"TMIN",50,"","","7",800
"USC00413257",20151113,"TMIN",78,"","","7",800
"USC00413257",20151114,"TMIN",94,"","","7",800
"USC00413257",20151115,"TMIN",94,"","","7",800
"USC00413257",20151116,"TMIN",128,"","","7",800
"USC00413257",20151117,"TMIN",89,"","","7",800
"USC00413257",20151118,"TMIN",6,"","","7",800
"USC00413257",20151119,"TMIN",17,"","","7",800
"USC00413257",20151120,"TMIN",44,"","","7",800
"USC00413257",20151121,"TMIN",61,"","","7",800
"USC00413257",20151122,"TMIN",-72,"","","7",800
"USC00413257",20151123,"TMIN",-44,"","","7",800
"USC00413257",20151124,"TMIN",-28,"","","7",800
"USC00413257",20151125,"TMIN",122,"","","7",800
"USC00413257",20151126,"TMIN",161,"","","7",800
"USC00413257",20151127,"TMIN",72,"","","7",800
"USC00413257",20151128,"TMIN",6,"","","7",800
"USC00413257",20151129,"TMIN",11,"","","7",800
"USC00413257",20151130,"TMIN",28,"","","7",800
"USC00413257",20151101,"TOBS",89,"","","7",800
"USC00413257",20151102,"TOBS",72,"","","7",800
"USC00413257",20151103,"TOBS",144,"","","7",800
"USC00413257",20151104,"TOBS",189,"","","7",800
"USC00413257",20151105,"TOBS",222,"","","7",800
"USC00413257",20151106,"TOBS",122,"","","7",800
"USC00413257",20151107,"TOBS",100,"","","7",800
"USC00413257",20151108,"TOBS",94,"","","7",800
"USC00413257",20151109,"TOBS",122,"","","7",800
"USC00413257",20151110,"TOBS",167,"","","7",800
"USC00413257",20151111,"TOBS",211,"","","7",800
"USC00413257",20151112,"TOBS",78,"","","7",800
"USC00413257",20151113,"TOBS",117,"","","7",800
"USC00413257",20151114,"TOBS",94,"","","7",800
"USC00413257",20151115,"TOBS",128,"","","7",800
"USC00413257",20151116,"TOBS",183,"","","7",800
"USC00413257",20151117,"TOBS",139,"","","7",800
"USC00413257",20151118,"TOBS",39,"","","7",800
"USC00413257",20151119,"TOBS",50,"","","7",800
"USC00413257",20151120,"TOBS",122,"","","7",800
"USC00413257",20151121,"TOBS",67,"","","7",800
"USC00413257",20151122,"TOBS",-39,"","","7",800
"USC00413257",20151123,"TOBS",-28,"","","7",800
"USC00413257",20151124,"TOBS",122,"","","7",800
"USC00413257",20151125,"TOBS",161,"","","7",800
"USC00413257",20151126,"TOBS",178,"","","7",800
"USC00413257",20151127,"TOBS",72,"","","7",800
"USC00413257",20151128,"TOBS",11,"","","7",800
"USC00413257",20151129,"TOBS",28,"","","7",800
"USC00413257",20151130,"TOBS",56,"","","7",800
"USC00413257",20151101,"PRCP",3,"","","7",800
"USC00413257",20151102,"PRCP",0,"","","7",800
"USC00413257",20151103,"PRCP",0,"","","7",800
"USC00413257",20151104,"PRCP",0,"","","7",800
"USC00413257",20151105,"PRCP",0,"","","7",800
"USC00413257",20151106,"PRCP",3,"","","7",800
"USC00413257",20151107,"PRCP",165,"","","7",800
"USC00413257",20151108,"PRCP",3,"","","7",800
"USC00413257",20151109,"PRCP",0,"","","7",800
"USC00413257",20151110,"PRCP",0,"","","7",800
"USC00413257",20151111,"PRCP",0,"","","7",800
"USC00413257",20151112,"PRCP",0,"","","7",800
"USC00413257",20151113,"PRCP",0,"","","7",800
"USC00413257",20151114,"PRCP",13,"","","7",800
"USC00413257",20151115,"PRCP",46,"","","7",800
"USC00413257",20151116,"PRCP",3,"","","7",800
"USC00413257",20151117,"PRCP",58,"","","7",800
"USC00413257",20151118,"PRCP",0,"","","7",800
"USC00413257",20151119,"PRCP",0,"","","7",800
"USC00413257",20151120,"PRCP",0,"","","7",800
"USC00413257",20151121,"PRCP",0,"","","7",800
"USC00413257",20151122,"PRCP",0,"","","7",800
"USC00413257",20151123,"PRCP",0,"","","7",800
"USC00413257",20151124,"PRCP",0,"","","7",800
"USC00413257",20151125,"PRCP",0,"","","7",800
"USC00413257",20151126,"PRCP",5,"","","7",800
"USC00413257",20151127,"PRCP",76,"","","7",800
"USC00413257",20151128,"PRCP",432,"","","7",800
"USC00413257",20151129,"PRCP",51,"","","7",800
"USC00413257",20151130,"PRCP",5,"","","7",800
"USC00413257",20151101,"SNOW",0,"","","7",NA
"USC00413257",20151102,"SNOW",0,"","","7",NA
"USC00413257",20151103,"SNOW",0,"","","7",NA
"USC00413257",20151104,"SNOW",0,"","","7",NA
"USC00413257",20151105,"SNOW",0,"","","7",NA
"USC00413257",20151106,"SNOW",0,"","","7",NA
"USC00413257",20151107,"SNOW",0,"","","7",NA
"USC00413257",20151108,"SNOW",0,"","","7",NA
"USC00413257",20151109,"SNOW",0,"","","7",NA
"USC00413257",20151110,"SNOW",0,"","","7",NA
"USC00413257",20151111,"SNOW",0,"","","7",NA
"USC00413257",20151112,"SNOW",0,"","","7",NA
"USC00413257",20151113,"SNOW",0,"","","7",NA
"USC00413257",20151114,"SNOW",0,"","","7",NA
"USC00413257",20151115,"SNOW",0,"","","7",NA
"USC00413257",20151116,"SNOW",0,"","","7",NA
"USC00413257",20151117,"SNOW",0,"","","7",NA
"USC00413257",20151118,"SNOW",0,"","","7",NA
"USC00413257",20151119,"SNOW",0,"","","7",NA
"USC00413257",20151120,"SNOW",0,"","","7",NA
"USC00413257",20151121,"SNOW",0,"","","7",NA
"USC00413257",20151122,"SNOW",0,"","","7",NA
"USC00413257",20151123,"SNOW",0,"","","7",NA
"USC00413257",20151124,"SNOW",0,"","","7",NA
"USC00413257",20151125,"SNOW",0,"","","7",NA
"USC00413257",20151126,"SNOW",0,"","","7",NA
"USC00413257",20151127,"SNOW",0,"","","7",NA
"USC00413257",20151128,"SNOW",0,"","","7",NA
"USC00413257",20151129,"SNOW",0,"","","7",NA
"USC00413257",20151130,"SNOW",0,"","","7",NA
"USC00413257",20151101,"SNWD",0,"","","7",NA
"USC00413257",20151102,"SNWD",0,"","","7",NA
"USC00413257",20151103,"SNWD",0,"","","7",NA
"USC00413257",20151104,"SNWD",0,"","","7",NA
"USC00413257",20151105,"SNWD",0,"","","7",NA
"USC00413257",20151106,"SNWD",0,"","","7",NA
"USC00413257",20151107,"SNWD",0,"","","7",NA
"USC00413257",20151108,"SNWD",0,"","","7",NA
"USC00413257",20151109,"SNWD",0,"","","7",NA
"USC00413257",20151110,"SNWD",0,"","","7",NA
"USC00413257",20151111,"SNWD",0,"","","7",NA
"USC00413257",20151112,"SNWD",0,"","","7",NA
"USC00413257",20151113,"SNWD",0,"","","7",NA
"USC00413257",20151114,"SNWD",0,"","","7",NA
"USC00413257",20151115,"SNWD",0,"","","7",NA
"USC00413257",20151116,"SNWD",0,"","","7",NA
"USC00413257",20151117,"SNWD",0,"","","7",NA
"USC00413257",20151118,"SNWD",0,"","","7",NA
"USC00413257",20151119,"SNWD",0,"","","7",NA
"USC00413257",20151120,"SNWD",0,"","","7",NA
"USC00413257",20151121,"SNWD",0,"","","7",NA
"USC00413257",20151122,"SNWD",0,"","","7",NA
"USC00413257",20151123,"SNWD",0,"","","7",NA
"USC00413257",20151124,"SNWD",0,"","","7",NA
"USC00413257",20151125,"SNWD",0,"","","7",NA
"USC00413257",20151126,"SNWD",0,"","","7",NA
"USC00413257",20151127,"SNWD",0,"","","7",NA
"USC00413257",20151128,"SNWD",0,"","","7",NA
"USC00413257",20151129,"SNWD",0,"","","7",NA
"USC00413257",20151130,"SNWD",0,"","","7",NA
"USC00413257",20151201,"TMAX",106,"","","7",800
"USC00413257",20151202,"TMAX",144,"","","7",800
"USC00413257",20151203,"TMAX",161,"","","7",800
"USC00413257",20151204,"TMAX",172,"","","7",800
"USC00413257",20151205,"TMAX",167,"","","7",800
"USC00413257",20151206,"TMAX",150,"","","7",800
"USC00413257",20151207,"TMAX",178,"","","7",800
"USC00413257",20151208,"TMAX",200,"","","7",800
"USC00413257",20151209,"TMAX",233,"","","7",800
"USC00413257",20151210,"TMAX",228,"","","7",800
"USC00413257",20151211,"TMAX",261,"","","7",800
"USC00413257",20151212,"TMAX",283,"","","7",800
"USC00413257",20151213,"TMAX",217,"","","7",800
"USC00413257",20151214,"TMAX",156,"","","7",800
"USC00413257",20151215,"TMAX",228,"","","7",800
"USC00413257",20151216,"TMAX",183,"","","7",800
"USC00413257",20151217,"TMAX",139,"","","7",800
"USC00413257",20151218,"TMAX",161,"","","7",800
"USC00413257",20151219,"TMAX",156,"","","7",800
"USC00413257",20151220,"TMAX",167,"","","7",800
"USC00413257",20151221,"TMAX",183,"","","7",800
"USC00413257",20151222,"TMAX",228,"","","7",800
"USC00413257",20151223,"TMAX",244,"","","7",800
"USC00413257",20151227,"TMAX",228,"","","7",800
"USC00413257",20151228,"TMAX",11,"","","7",800
"USC00413257",20151229,"TMAX",44,"","","7",800
"USC00413257",20151230,"TMAX",117,"","","7",800
"USC00413257",20151201,"TMIN",0,"","","7",800
"USC00413257",20151202,"TMIN",-17,"","","7",800
"USC00413257",20151203,"TMIN",-44,"","","7",800
"USC00413257",20151204,"TMIN",-28,"","","7",800
"USC00413257",20151205,"TMIN",22,"","","7",800
"USC00413257",20151206,"TMIN",11,"","","7",800
"USC00413257",20151207,"TMIN",-39,"","","7",800
"USC00413257",20151208,"TMIN",-28,"","","7",800
"USC00413257",20151209,"TMIN",6,"","","7",800
"USC00413257",20151210,"TMIN",17,"","","7",800
"USC00413257",20151211,"TMIN",28,"","","7",800
"USC00413257",20151212,"TMIN",167,"","S","7",800
"USC00413257",20151213,"TMIN",72,"","","7",800
"USC00413257",20151214,"TMIN",17,"","","7",800
"USC00413257",20151215,"TMIN",22,"","","7",800
"USC00413257",20151216,"TMIN",0,"","","7",800
"USC00413257",20151217,"TMIN",-61,"","","7",800
"USC00413257",20151218,"TMIN",-67,"","","7",800
"USC00413257",20151219,"TMIN",-56,"","","7",800
"USC00413257",20151220,"TMIN",28,"","","7",800
"USC00413257",20151221,"TMIN",78,"","","7",800
"USC00413257",20151222,"TMIN",-11,"","","7",800
"USC00413257",20151223,"TMIN",17,"","","7",800
"USC00413257",20151227,"TMIN",6,"","","7",800
"USC00413257",20151228,"TMIN",-28,"","","7",800
"USC00413257",20151229,"TMIN",-44,"","","7",800
"USC00413257",20151230,"TMIN",-33,"","","7",800
"USC00413257",20151201,"TOBS",17,"","","7",800
"USC00413257",20151202,"TOBS",17,"","","7",800
"USC00413257",20151203,"TOBS",-28,"","","7",800
"USC00413257",20151204,"TOBS",22,"","","7",800
"USC00413257",20151205,"TOBS",56,"","","7",800
"USC00413257",20151206,"TOBS",17,"","","7",800
"USC00413257",20151207,"TOBS",-28,"","","7",800
"USC00413257",20151208,"TOBS",61,"","","7",800
"USC00413257",20151209,"TOBS",17,"","","7",800
"USC00413257",20151210,"TOBS",83,"","","7",800
"USC00413257",20151211,"TOBS",167,"","","7",800
"USC00413257",20151212,"TOBS",183,"","","7",800
"USC00413257",20151213,"TOBS",72,"","","7",800
"USC00413257",20151214,"TOBS",22,"","","7",800
"USC00413257",20151215,"TOBS",133,"","","7",800
"USC00413257",20151216,"TOBS",6,"","","7",800
"USC00413257",20151217,"TOBS",-44,"","","7",800
"USC00413257",20151218,"TOBS",-56,"","","7",800
"USC00413257",20151219,"TOBS",28,"","","7",800
"USC00413257",20151220,"TOBS",139,"","","7",800
"USC00413257",20151221,"TOBS",83,"","","7",800
"USC00413257",20151222,"TOBS",17,"","","7",800
"USC00413257",20151223,"TOBS",83,"","","7",800
"USC00413257",20151227,"TOBS",6,"","","7",800
"USC00413257",20151228,"TOBS",-11,"","","7",800
"USC00413257",20151229,"TOBS",-22,"","","7",800
"USC00413257",20151230,"TOBS",-33,"","","7",800
"USC00413257",20151201,"PRCP",3,"","","7",800
"USC00413257",20151202,"PRCP",0,"T","","7",800
"USC00413257",20151203,"PRCP",0,"","","7",800
"USC00413257",20151204,"PRCP",0,"","","7",800
"USC00413257",20151205,"PRCP",0,"","","7",800
"USC00413257",20151206,"PRCP",5,"","","7",800
"USC00413257",20151207,"PRCP",0,"","","7",800
"USC00413257",20151208,"PRCP",0,"T","","7",800
"USC00413257",20151209,"PRCP",0,"","","7",800
"USC00413257",20151210,"PRCP",0,"","","7",800
"USC00413257",20151211,"PRCP",0,"","","7",800
"USC00413257",20151212,"PRCP",0,"","","7",800
"USC00413257",20151213,"PRCP",165,"","","7",800
"USC00413257",20151214,"PRCP",0,"","","7",800
"USC00413257",20151215,"PRCP",0,"","","7",800
"USC00413257",20151216,"PRCP",0,"","","7",800
"USC00413257",20151217,"PRCP",0,"","","7",800
"USC00413257",20151218,"PRCP",0,"","","7",800
"USC00413257",20151219,"PRCP",0,"","","7",800
"USC00413257",20151220,"PRCP",0,"","","7",800
"USC00413257",20151221,"PRCP",0,"","","7",800
"USC00413257",20151222,"PRCP",0,"","","7",800
"USC00413257",20151223,"PRCP",0,"","","7",800
"USC00413257",20151227,"PRCP",188,"","","7",800
"USC00413257",20151228,"PRCP",178,"","","7",800
"USC00413257",20151229,"PRCP",0,"","","7",800
"USC00413257",20151230,"PRCP",0,"","","7",800
"USC00413257",20151201,"SNOW",0,"","","7",NA
"USC00413257",20151202,"SNOW",0,"","","7",NA
"USC00413257",20151203,"SNOW",0,"","","7",NA
"USC00413257",20151204,"SNOW",0,"","","7",NA
"USC00413257",20151205,"SNOW",0,"","","7",NA
"USC00413257",20151206,"SNOW",0,"","","7",NA
"USC00413257",20151207,"SNOW",0,"","","7",NA
"USC00413257",20151208,"SNOW",0,"","","7",NA
"USC00413257",20151209,"SNOW",0,"","","7",NA
"USC00413257",20151210,"SNOW",0,"","","7",NA
"USC00413257",20151211,"SNOW",0,"","","7",NA
"USC00413257",20151212,"SNOW",0,"","","7",NA
"USC00413257",20151213,"SNOW",0,"","","7",NA
"USC00413257",20151214,"SNOW",0,"","","7",NA
"USC00413257",20151215,"SNOW",0,"","","7",NA
"USC00413257",20151216,"SNOW",0,"","","7",NA
"USC00413257",20151217,"SNOW",0,"","","7",NA
"USC00413257",20151218,"SNOW",0,"","","7",NA
"USC00413257",20151219,"SNOW",0,"","","7",NA
"USC00413257",20151220,"SNOW",0,"","","7",NA
"USC00413257",20151221,"SNOW",0,"","","7",NA
"USC00413257",20151222,"SNOW",0,"","","7",NA
"USC00413257",20151223,"SNOW",0,"","","7",NA
"USC00413257",20151227,"SNOW",0,"","","7",NA
"USC00413257",20151228,"SNOW",76,"","","7",NA
"USC00413257",20151229,"SNOW",0,"","","7",NA
"USC00413257",20151230,"SNOW",0,"","","7",NA
"USC00413257",20151201,"SNWD",0,"","","7",NA
"USC00413257",20151202,"SNWD",0,"","","7",NA
"USC00413257",20151203,"SNWD",0,"","","7",NA
"USC00413257",20151204,"SNWD",0,"","","7",NA
"USC00413257",20151205,"SNWD",0,"","","7",NA
"USC00413257",20151206,"SNWD",0,"","","7",NA
"USC00413257",20151207,"SNWD",0,"","","7",NA
"USC00413257",20151208,"SNWD",0,"","","7",NA
"USC00413257",20151209,"SNWD",0,"","","7",NA
"USC00413257",20151210,"SNWD",0,"","","7",NA
"USC00413257",20151211,"SNWD",0,"","","7",NA
"USC00413257",20151212,"SNWD",0,"","","7",NA
"USC00413257",20151213,"SNWD",0,"","","7",NA
"USC00413257",20151214,"SNWD",0,"","","7",NA
"USC00413257",20151215,"SNWD",0,"","","7",NA
"USC00413257",20151216,"SNWD",0,"","","7",NA
"USC00413257",20151217,"SNWD",0,"","","7",NA
"USC00413257",20151218,"SNWD",0,"","","7",NA
"USC00413257",20151219,"SNWD",0,"","","7",NA
"USC00413257",20151220,"SNWD",0,"","","7",NA
"USC00413257",20151221,"SNWD",0,"","","7",NA
"USC00413257",20151222,"SNWD",0,"","","7",NA
"USC00413257",20151223,"SNWD",0,"","","7",NA
"USC00413257",20151227,"SNWD",0,"","","7",NA
"USC00413257",20151228,"SNWD",76,"","","7",NA
"USC00413257",20151229,"SNWD",25,"","","7",NA
"USC00413257",20151230,"SNWD",0,"","","7",NA
"USC00413257",20160102,"TMAX",150,"","","7",800
"USC00413257",20160103,"TMAX",56,"","","7",800
"USC00413257",20160104,"TMAX",133,"","","7",800
"USC00413257",20160105,"TMAX",122,"","","7",800
"USC00413257",20160106,"TMAX",89,"","","7",800
"USC00413257",20160107,"TMAX",111,"","","7",800
"USC00413257",20160108,"TMAX",194,"","","7",800
"USC00413257",20160109,"TMAX",194,"","","7",800
"USC00413257",20160110,"TMAX",78,"","","7",800
"USC00413257",20160111,"TMAX",83,"","","7",800
"USC00413257",20160112,"TMAX",117,"","","7",800
"USC00413257",20160113,"TMAX",161,"","","7",800
"USC00413257",20160114,"TMAX",178,"","","7",800
"USC00413257",20160115,"TMAX",189,"","","7",800
"USC00413257",20160116,"TMAX",194,"","","7",800
"USC00413257",20160117,"TMAX",111,"","","7",800
"USC00413257",20160118,"TMAX",144,"","","7",800
"USC00413257",20160119,"TMAX",133,"","","7",800
"USC00413257",20160120,"TMAX",194,"","","7",800
"USC00413257",20160121,"TMAX",117,"","","7",800
"USC00413257",20160122,"TMAX",144,"","","7",800
"USC00413257",20160123,"TMAX",122,"","","7",800
"USC00413257",20160124,"TMAX",161,"","","7",800
"USC00413257",20160125,"TMAX",194,"","","7",800
"USC00413257",20160126,"TMAX",194,"","","7",800
"USC00413257",20160127,"TMAX",67,"","","7",800
"USC00413257",20160128,"TMAX",133,"","","7",800
"USC00413257",20160129,"TMAX",206,"","","7",800
"USC00413257",20160130,"TMAX",228,"","","7",800
"USC00413257",20160131,"TMAX",256,"","","7",800
"USC00413257",20160102,"TMIN",-33,"","","7",800
"USC00413257",20160103,"TMIN",28,"","","7",800
"USC00413257",20160104,"TMIN",-67,"","","7",800
"USC00413257",20160105,"TMIN",-56,"","","7",800
"USC00413257",20160106,"TMIN",33,"","","7",800
"USC00413257",20160107,"TMIN",44,"","","7",800
"USC00413257",20160108,"TMIN",44,"","","7",800
"USC00413257",20160109,"TMIN",6,"","","7",800
"USC00413257",20160110,"TMIN",-78,"","","7",800
"USC00413257",20160111,"TMIN",-61,"","","7",800
"USC00413257",20160112,"TMIN",-44,"","","7",800
"USC00413257",20160113,"TMIN",-33,"","","7",800
"USC00413257",20160114,"TMIN",11,"","","7",800
"USC00413257",20160115,"TMIN",0,"","","7",800
"USC00413257",20160116,"TMIN",11,"","","7",800
"USC00413257",20160117,"TMIN",-56,"","","7",800
"USC00413257",20160118,"TMIN",-56,"","","7",800
"USC00413257",20160119,"TMIN",-28,"","","7",800
"USC00413257",20160120,"TMIN",-17,"","","7",800
"USC00413257",20160121,"TMIN",-17,"","","7",800
"USC00413257",20160122,"TMIN",-28,"","","7",800
"USC00413257",20160123,"TMIN",-61,"","","7",800
"USC00413257",20160124,"TMIN",-56,"","","7",800
"USC00413257",20160125,"TMIN",39,"","","7",800
"USC00413257",20160126,"TMIN",33,"","","7",800
"USC00413257",20160127,"TMIN",-22,"","","7",800
"USC00413257",20160128,"TMIN",-39,"","","7",800
"USC00413257",20160129,"TMIN",-11,"","","7",800
"USC00413257",20160130,"TMIN",33,"","","7",800
"USC00413257",20160131,"TMIN",44,"","","7",800
"USC00413257",20160102,"TOBS",28,"","","7",800
"USC00413257",20160103,"TOBS",44,"","","7",800
"USC00413257",20160104,"TOBS",-56,"","","7",800
"USC00413257",20160105,"TOBS",33,"","","7",800
"USC00413257",20160106,"TOBS",89,"","","7",800
"USC00413257",20160107,"TOBS",61,"","","7",800
"USC00413257",20160108,"TOBS",72,"","","7",800
"USC00413257",20160109,"TOBS",28,"","","7",800
"USC00413257",20160110,"TOBS",-61,"","","7",800
"USC00413257",20160111,"TOBS",17,"","","7",800
"USC00413257",20160112,"TOBS",-28,"","","7",800
"USC00413257",20160113,"TOBS",11,"","","7",800
"USC00413257",20160114,"TOBS",83,"","","7",800
"USC00413257",20160115,"TOBS",11,"","","7",800
"USC00413257",20160116,"TOBS",94,"","","7",800
"USC00413257",20160117,"TOBS",-56,"","","7",800
"USC00413257",20160118,"TOBS",-28,"","","7",800
"USC00413257",20160119,"TOBS",106,"","","7",800
"USC00413257",20160120,"TOBS",-17,"","","7",800
"USC00413257",20160121,"TOBS",72,"","","7",800
