"fish_abundance","water_temp","salinity","pH","dissolved_oxygen"
99.5220883391327,20.8790487068956,38.2982155233256,8.0852887961727,7.07401226028199
88.2955664419311,21.5396450210334,36.9686194646503,7.86626971511513,5.97265303358626
114.648692393069,25.1174166282982,34.6022824149555,7.97305034701822,5.96666965772408
106.012164765631,22.1410167828492,35.8147910888481,8.09423168941434,4.4839323768489
107.254013389293,22.2585754703219,34.3784900781217,8.23413919374679,6.79038534388823
107.09011299954,25.4301299737666,34.2856296580766,7.76989069131498,5.78926581930822
100.541787386027,22.9218324119784,33.8170957432246,8.03004915215775,5.34325707463892
114.412131436956,19.4698775307869,34.1080740988107,8.2512812877091,4.58797420734169
94.8631054623599,20.6262942962129,37.476361201005,7.99223816800448,5.70023750335373
94.4360836306658,21.1086760598001,34.9189578123718,8.14545838433459,5.15093886498329
78.8499843949041,24.4481635948789,35.1788678546414,8.19844571401289,5.60296947967216
81.8531759933671,22.7196276541147,35.3655311443986,8.15356700306634,4.7824000122364
103.769309197987,22.8015429011881,36.848713817728,8.23065153589428,7.6875894829457
103.496098689236,22.2213654318902,34.2259042535828,8.07545826780452,5.98399747279203
105.589659856207,20.8883177304918,33.5112392744119,8.01726469728158,7.07494507727239
101.144154290989,25.5738262736062,37.5135453986048,7.5713702095942,3.39830032974235
99.5899605492853,22.9957009564585,34.3382551746421,8.0814117963041,5.54680217000516
104.310155572256,18.0667656867407,33.9154010450902,8.186056939272,5.32451770840793
93.2384979978168,23.4027118031274,33.1455903216751,8.20707976817363,4.77707382063409
92.9995666512317,21.0544171845441,33.0729264165233,7.98894432973735,7.54660915422409
82.2639408794016,19.8643525880263,34.139039781053,8.45590058195503,4.58471808023051
106.40219769546,21.5640501706834,35.9269787257498,8.15728488392577,6.31839026040802
95.2352491859849,19.9479911033855,36.6647722083946,8.12526317169178,6.84643628557969
105.197377849633,20.5422175414177,36.0613825307534,8.3544533558937,6.17819018841802
92.2967749776906,20.7499214643015,34.4545140543571,7.95630675573615,5.12474452250448
89.5730271720347,18.6266133785152,35.0896249060769,8.00993227521506,6.94116580672417
104.162181195565,23.675574088989,33.9431053044799,8.57949049600995,6.17058808184084
80.521700560545,22.306746235673,33.924172757639,8.10222583744418,4.93650209361796
79.2302573037151,19.7237261259761,36.3269757484654,8.42671368428166,4.61195095239794
97.7016421811181,24.5076298421399,33.4766111320947,7.8122986710171,8.08671743449315
105.623641945004,22.8529284429536,37.9329409482387,8.06189663959142,5.32149685458156
87.8613411827088,21.4098570340155,34.8645206090512,8.17568478072737,4.14442834608196
112.892205445633,23.79025132209,35.3218082399438,8.16000770904116,6.53325936275365
120.264181811388,23.7562669750661,33.8922084428906,7.89887274809783,6.3102302560609
98.6187070548755,23.643162163275,34.1384169653551,8.10385185492507,4.6461656642774
101.650346483753,23.3772805082002,33.0244758015421,7.8845158693776,4.05704358641805
85.4803733177967,23.1078353070752,34.7256119174409,8.24254066504886,5.88369748284139
95.1259089364039,21.8761765788466,35.6284736073867,8.31695501797213,7.13939629170942
98.2919974735646,21.3880746725202,35.4864565162421,7.65500246070252,6.63612403518215
102.984323314999,21.2390579979752,33.8276952694179,8.34713869246003,5.50706257583802
87.657981154189,20.610586042159,33.817067043719,7.8517911006383,5.16581176841562
128.414837535695,21.5841654439608,34.2467019224857,8.19095385379653,6.27106675675055
88.1203393754399,19.4692072968635,37.2440910047695,8.23198052762852,6.15735334721616
113.566437986129,26.337911930677,33.2940445690014,8.06002203437971,6.62971174669273
109.900124944384,24.41592399661,34.7314226084297,7.97097720862804,5.6042020497111
93.8304484015204,19.7537828335933,37.8535427325184,8.13306420424841,6.8993540532031
90.1263643992281,21.1942303294018,34.8485376720068,8.18776374014289,5.16918847266375
111.537745528327,21.0666892927536,32.9602389442679,8.27666056398974,5.66945529988004
120.94115152206,23.5599302366726,34.0028458470889,7.68953260321961,6.7408145237259
99.6108346289007,21.8332618670563,35.7281899683573,7.7727241463882,6.98997160862711
103.095942208095,22.5066370279895,34.4365956924953,8.38608046823764,4.06149529854662
101.544109879726,21.9429064893026,34.1571854546753,8.30932576942231,6.10719040701615
113.028510108757,21.9142590854174,34.4841241488073,8.18705778978154,6.60877901173463
90.0718232040352,24.7372045680289,35.1357449707088,8.24303568142221,4.54917568650937
121.067925279496,21.5484580286815,37.3977631567187,8.2834349835282,6.48062559987522
95.0843958324912,25.0329412088591,34.8671523317917,7.56781544030686,5.1718257296032
80.9557319054894,18.9024943915396,36.6211992442273,8.32205541932776,7.02025301216443
98.5405384661454,23.1692274992721,35.9461311734758,8.00300248068753,6.53848203210264
104.755965297335,22.2477084876892,34.8295401567408,8.14612336612624,6.76905229499561
120.61600804526,22.4318831374879,32.7006469956641,8.04096843982328,6.12071932928703
115.266078919798,22.7592789655198,34.2183240236712,8.27439299081575,6.86364843415775
104.31057016357,20.9953530937814,34.2651943202923,8.03030551020888,7.38051452831454
