"ID","LATITUDE","LONGITUDE","ELEVATION","NAME","annual_trend_TMAX","annual_trend_TMIN","annual_trend_PRCP","winter_trend_TMAX","spring_trend_TMAX","summer_trend_TMAX","fall_trend_TMAX","winter_trend_TMIN","spring_trend_TMIN","summer_trend_TMIN","fall_trend_TMIN","winter_trend_PRCP","spring_trend_PRCP","summer_trend_PRCP","fall_trend_PRCP"
"USC00043157",41.8714,-120.1575,1444.4,"FT BIDWELL",0.321991663089873,0.719404641577663,-1.61256177331405,0.341257176733196,-0.108374920923602,0.20128474063496,0.412103548615983,1.64644176256226,0.239547153973248,0.193529797677287,0.146809700268454,-9.64538096129072,4.88389043925332,-1.98330495785881,0.9366068594212
"USW00023271",38.5553,-121.4183,11.6,"SACRAMENTO 5 ESE",2.51124077898204,1.30038902254989,0.721705766168834,2.02959733396084,2.94245082621273,3.07117388359771,2.02593830988758,0.890486261433452,0.82599042004002,1.90155233801508,1.58574447593561,3.79114940443795,-3.9227564778859,0.225831065965293,2.70745080788227
"USC00042294",38.535,-121.7761,18.3,"DAVIS 2 WSW EXP FARM",-0.0199597205017882,1.66765859782731,1.37212501918883,0.118545617176185,-0.164755823017188,-0.162531856015219,0.00436129168914875,0.823599676590513,1.61281459374198,2.08796342766148,2.38309197091613,-0.555994356275052,4.04637672180084,-0.813541484116835,8.23111576488554
"USC00046074",38.2778,-122.2647,10.7,"NAPA STATE HOSPITAL",0.638021962983806,1.5051620705731,3.41487991151668,0.655308856416134,1.43457139924848,0.558595142869983,-0.0995632109507622,0.916441502006458,1.4838049513588,1.91564788963556,1.72002281079291,9.39914470138701,6.68023275757519,0.0744925401810703,5.7548535265437
"USC00046136",39.2467,-121.0008,847.6,"NEVADA CITY",-0.795855129547775,4.2212725772604,10.9704109280951,-1.48297629619154,-0.49898910054625,-0.136408111381163,-1.45125779684735,2.96619084265699,2.9420010720767,5.82762358776069,4.91454423855917,27.5075359000425,21.0456673683304,0.248650213002678,15.6202993349498
"USC00046719",34.1483,-118.1447,263.3,"PASADENA",2.57679912582925,4.30214384764849,-7.26576778128579,2.4429734335056,2.97712084854138,2.00619752097272,2.31468399354771,3.94211847161189,3.74418802694594,4.46615857085151,4.84718654747879,-16.5444817733463,-8.44301696220541,2.64457068246582,2.62503342276126
"USC00046826",38.2578,-122.6078,6.1,"PETALUMA AP",0.536199468006752,1.02645444012084,-1.21367745584034,0.17327382940329,0.641893028015688,0.496813323849689,0.175461002978909,0.947783724438514,0.55931479198859,1.81921871205346,1.19797724657217,-9.69003043533525,6.97804995202708,-0.595510597848317,7.25993122049281
"USC00047821",37.3594,-121.9244,14.9,"SAN JOSE",1.02508761626115,3.46909576011919,20.5986171326898,0.907557023876102,1.05019612968904,1.31666171485236,0.718353041144065,2.75901567102308,3.4303949484909,4.2016004764854,3.98254794838231,1.17016674832642,79.5812966562708,0.394936653889563,3.29960979823022
"USC00047902",34.4167,-119.6844,4.9,"SANTA BARBARA",0.389661774455598,2.35635872681438,-3.32752410882257,0.272825637429409,0.963520696611756,0.264067443696792,-0.330952441205024,2.00008935618584,2.31605083531267,2.15590302835079,2.73763664173018,4.5843476951815,-7.03151236287247,-7.11916771561125,1.06696143108907
"USC00049866",41.7025,-122.6417,826.6,"YREKA",0.902087043690511,0.62126345726146,-2.6246401335064,1.10513364916163,0.396036116554103,1.20677899463032,0.694451131861113,0.366433551014443,0.463507238237975,1.03780468392328,0.653420905185812,-2.17098948359799,4.10758411358472,2.30636104639682,-5.41187993291818
"USC00040693",37.8744,-122.2606,94.5,"BERKELEY",1.87702245926931,0.543981011122586,-2.82639798506216,1.69961329633358,1.62253165969355,2.07302275735889,2.13674898595329,0.779519242436818,0.383764587261077,0.429052694926009,0.387657774055042,-6.09557526263575,-0.969629824425739,-0.432501139895443,0.383585689363427
"USC00044412",33.0764,-116.5925,1284.7,"JULIAN CDF",-0.808417740075667,4.23336959837437,-19.313019801574,-0.929506836597658,-0.796526022108895,-1.52964474223242,-0.684583550305549,3.77837125438703,2.16295265828756,1.9786077983002,2.4603584510076,-34.2309428048946,-24.9088433686496,-9.03227858990273,-6.77764671131976
"USC00048351",38.2994,-122.4622,29.6,"SONOMA",-0.856554815964974,1.51182670241858,-3.82806218962121,-1.24530314392916,-0.172450554638288,-0.541723365483454,0.533751263600988,0.0273090490206039,0.763965874572397,2.54544626759825,2.71454868200348,10.7741981091436,-9.86995439508572,0.194068187456418,-14.9288104706779
"USC00041614",41.53,-120.1792,1428.9,"CEDARVILLE",0.501110561850016,-0.128799638589201,-0.697430487736135,0.976491440350033,-0.387695137720376,0.611139086949174,0.199479492712675,-0.182558790827677,-0.164418325453032,0.494272729347906,-0.416199205696745,-3.04561720901078,5.89070945348567,-0.92358672531433,-2.17965013895857
"USC00046730",35.6278,-120.6856,222.5,"PASO ROBLES",1.0137738960083,1.31786060176538,-2.16762108820675,1.72219701798654,1.32463847831667,-0.0699245494023806,0.761169736374529,0.396166816517963,1.01104245372616,2.36977288210657,1.32315632777531,-5.20527361206288,-3.50757506577498,-0.575763636037758,0.453637325281216
"USC00047880",37.9983,-122.5372,36.6,"SAN RAFAEL-CIVIC CTR",0.160049959405413,1.9581022445835,-37.1459829806162,0.332975108212404,-0.03058693116761,0.365539140402462,-0.672660606102433,1.51329462861086,1.82544567038153,2.9535308430134,2.15204803654494,-43.9983113759318,-33.1848724070189,-4.51518920973949,-28.1145354020278
"USC00044259",33.7086,-116.2153,-6.4,"INDIO FIRE STN",-0.0365945406152956,3.8831662009941,-4.6275324218189,-0.164863384157253,-0.0347319218382082,0.335569412863423,-0.22404967952354,4.62913096134215,3.73098083972284,3.2363442908291,4.54848476401131,-8.35877016873934,-1.50864145896449,-3.79488318951356,-2.18009178682666
